,region,country,emissions,source,type,segment,reason,year,notes
518,Asia Pacific,Indonesia,10.447999954223633,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
519,Asia Pacific,Indonesia,42.63877868652344,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
520,Asia Pacific,Indonesia,3813.02001953125,IEA,Energy,Steam coal,All,2022,
521,Asia Pacific,Indonesia,5080.369140625,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
525,Asia Pacific,Japan,29.6200008392334,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
526,Asia Pacific,Japan,101.48999786376952,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
527,Asia Pacific,Japan,54.11439895629883,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
528,Asia Pacific,Japan,0.1309320032596588,IEA,Energy,Offshore gas,Fugitive,2022,
529,Asia Pacific,Japan,0.2840940058231354,IEA,Energy,Offshore gas,Vented,2022,
530,Asia Pacific,Japan,0.0101672997698187,IEA,Energy,Offshore oil,Fugitive,2022,
531,Asia Pacific,Japan,0.1377480030059814,IEA,Energy,Offshore oil,Vented,2022,
532,Asia Pacific,Japan,3.255800008773804,IEA,Energy,Onshore gas,Fugitive,2022,
533,Asia Pacific,Japan,7.064410209655762,IEA,Energy,Onshore gas,Vented,2022,
534,Asia Pacific,Japan,0.1200279965996742,IEA,Energy,Onshore oil,Fugitive,2022,
535,Asia Pacific,Japan,1.6261500120162964,IEA,Energy,Onshore oil,Vented,2022,
536,Asia Pacific,Japan,7.624000072479248,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
537,Asia Pacific,Japan,74.20514678955078,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
538,Asia Pacific,Japan,3.617460012435913,IEA,Energy,Steam coal,All,2022,
539,Asia Pacific,Japan,283.3003234863281,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
543,Asia Pacific,Korea,7.668000221252441,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
544,Asia Pacific,Korea,72.10240173339844,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
545,Asia Pacific,Korea,38.44499969482422,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
546,Asia Pacific,Korea,0.0417191982269287,IEA,Energy,Onshore gas,Fugitive,2022,
547,Asia Pacific,Korea,0.090521901845932,IEA,Energy,Onshore gas,Vented,2022,
548,Asia Pacific,Korea,7.639999866485596,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
549,Asia Pacific,Korea,41.846900939941406,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
550,Asia Pacific,Korea,32.49209976196289,IEA,Energy,Steam coal,All,2022,
551,Asia Pacific,Korea,200.3266448974609,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
555,Asia Pacific,Malaysia,1.003999948501587,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
556,Asia Pacific,Malaysia,47.9926986694336,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
557,Asia Pacific,Malaysia,25.58970069885254,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
558,Asia Pacific,Malaysia,59.07709884643555,IEA,Energy,Offshore gas,Fugitive,2022,
559,Asia Pacific,Malaysia,128.18499755859375,IEA,Energy,Offshore gas,Vented,2022,
560,Asia Pacific,Malaysia,44.000099182128906,IEA,Energy,Offshore oil,Flared,2022,
561,Asia Pacific,Malaysia,7.019599914550781,IEA,Energy,Offshore oil,Fugitive,2022,
562,Asia Pacific,Malaysia,95.10230255126952,IEA,Energy,Offshore oil,Vented,2022,
563,Asia Pacific,Malaysia,7.753620147705078,IEA,Energy,Onshore oil,Flared,2022,
564,Asia Pacific,Malaysia,2.497709989547729,IEA,Energy,Onshore oil,Fugitive,2022,
565,Asia Pacific,Malaysia,33.83919906616211,IEA,Energy,Onshore oil,Vented,2022,
566,Asia Pacific,Malaysia,1.5839999914169312,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
567,Asia Pacific,Malaysia,20.37604331970215,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
568,Asia Pacific,Malaysia,474.0210876464844,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
572,Asia Pacific,Mongolia,1.116000056266785,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
573,Asia Pacific,Mongolia,157.656005859375,IEA,Energy,Coking coal,All,2022,
574,Asia Pacific,Mongolia,10.60299015045166,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
575,Asia Pacific,Mongolia,0.9319999814033508,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
576,Asia Pacific,Mongolia,46.54520034790039,IEA,Energy,Steam coal,All,2022,
577,Asia Pacific,Mongolia,216.8521881103516,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
581,Asia Pacific,New Zealand,3.503999948501587,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
582,Asia Pacific,New Zealand,4.801380157470703,IEA,Energy,Coking coal,All,2022,
583,Asia Pacific,New Zealand,5.275710105895996,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
584,Asia Pacific,New Zealand,2.8130099773406982,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
585,Asia Pacific,New Zealand,2.365989923477173,IEA,Energy,Offshore gas,Fugitive,2022,
586,Asia Pacific,New Zealand,5.133709907531738,IEA,Energy,Offshore gas,Vented,2022,
587,Asia Pacific,New Zealand,0.0628838986158371,IEA,Energy,Offshore oil,Flared,2022,
588,Asia Pacific,New Zealand,0.0644327998161315,IEA,Energy,Offshore oil,Fugitive,2022,
589,Asia Pacific,New Zealand,0.8729419708251953,IEA,Energy,Offshore oil,Vented,2022,
590,Asia Pacific,New Zealand,1.1586699485778809,IEA,Energy,Onshore gas,Fugitive,2022,
591,Asia Pacific,New Zealand,2.514080047607422,IEA,Energy,Onshore gas,Vented,2022,
592,Asia Pacific,New Zealand,0.0937661975622177,IEA,Energy,Onshore oil,Flared,2022,
593,Asia Pacific,New Zealand,0.1702439934015274,IEA,Energy,Onshore oil,Fugitive,2022,
594,Asia Pacific,New Zealand,2.306489944458008,IEA,Energy,Onshore oil,Vented,2022,
595,Asia Pacific,New Zealand,1.2671161890029907,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
596,Asia Pacific,New Zealand,4.211545944213867,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
597,Asia Pacific,New Zealand,0.7181699872016907,IEA,Energy,Steam coal,All,2022,
598,Asia Pacific,New Zealand,37.33414077758789,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
619,Asia Pacific,Pakistan,413.55999755859375,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
620,Asia Pacific,Pakistan,124.13099670410156,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
621,Asia Pacific,Pakistan,66.18669891357422,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
622,Asia Pacific,Pakistan,68.3219985961914,IEA,Energy,Onshore gas,Fugitive,2022,
623,Asia Pacific,Pakistan,148.2449951171875,IEA,Energy,Onshore gas,Vented,2022,
624,Asia Pacific,Pakistan,12.835200309753418,IEA,Energy,Onshore oil,Flared,2022,
625,Asia Pacific,Pakistan,4.1926798820495605,IEA,Energy,Onshore oil,Fugitive,2022,
626,Asia Pacific,Pakistan,56.80289840698242,IEA,Energy,Onshore oil,Vented,2022,
627,Asia Pacific,Pakistan,3.184000015258789,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
628,Asia Pacific,Pakistan,19.539899826049805,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
629,Asia Pacific,Pakistan,3.400000095367432,IEA,Energy,Satellite-detected large oil and gas emissions,All,2022,
630,Asia Pacific,Pakistan,920.3993530273438,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
634,Asia Pacific,Philippines,73.87999725341797,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
635,Asia Pacific,Philippines,6.856989860534668,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
636,Asia Pacific,Philippines,3.656150102615357,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
637,Asia Pacific,Philippines,4.891369819641113,IEA,Energy,Offshore gas,Fugitive,2022,
638,Asia Pacific,Philippines,10.613300323486328,IEA,Energy,Offshore gas,Vented,2022,
639,Asia Pacific,Philippines,0.0870975032448768,IEA,Energy,Offshore oil,Flared,2022,
640,Asia Pacific,Philippines,0.0395996011793613,IEA,Energy,Offshore oil,Fugitive,2022,
641,Asia Pacific,Philippines,0.5364999771118164,IEA,Energy,Offshore oil,Vented,2022,
642,Asia Pacific,Philippines,0.4391190111637115,IEA,Energy,Onshore oil,Flared,2022,
643,Asia Pacific,Philippines,0.394347995519638,IEA,Energy,Onshore oil,Fugitive,2022,
644,Asia Pacific,Philippines,5.34266996383667,IEA,Energy,Onshore oil,Vented,2022,
645,Asia Pacific,Philippines,1.284000039100647,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
646,Asia Pacific,Philippines,8.413165092468262,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
647,Asia Pacific,Philippines,116.43431091308594,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
651,Asia Pacific,Thailand,52.02000045776367,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
652,Asia Pacific,Thailand,119.29900360107422,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
653,Asia Pacific,Thailand,63.610198974609375,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
654,Asia Pacific,Thailand,39.90739822387695,IEA,Energy,Offshore gas,Fugitive,2022,
655,Asia Pacific,Thailand,86.5907974243164,IEA,Energy,Offshore gas,Vented,2022,
656,Asia Pacific,Thailand,3.351210117340088,IEA,Energy,Offshore oil,Flared,2022,
657,Asia Pacific,Thailand,1.7320899963378906,IEA,Energy,Offshore oil,Fugitive,2022,
658,Asia Pacific,Thailand,23.46649932861328,IEA,Energy,Offshore oil,Vented,2022,
659,Asia Pacific,Thailand,2.1137399673461914,IEA,Energy,Onshore gas,Fugitive,2022,
660,Asia Pacific,Thailand,4.58636999130249,IEA,Energy,Onshore gas,Vented,2022,
661,Asia Pacific,Thailand,7.769750118255615,IEA,Energy,Onshore oil,Flared,2022,
662,Asia Pacific,Thailand,6.972569942474365,IEA,Energy,Onshore oil,Fugitive,2022,
663,Asia Pacific,Thailand,94.46499633789062,IEA,Energy,Onshore oil,Vented,2022,
664,Asia Pacific,Thailand,3.9079999923706055,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
665,Asia Pacific,Thailand,25.4560489654541,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
666,Asia Pacific,Thailand,535.2486572265625,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
670,Asia Pacific,Vietnam,35.84000015258789,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
671,Asia Pacific,Vietnam,15.095999717712402,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
672,Asia Pacific,Vietnam,9.996000289916992,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
673,Asia Pacific,Vietnam,60.93199920654297,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
677,Central and South America,Argentina,7.067999839782715,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
678,Central and South America,Argentina,116.40299987792967,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
679,Central and South America,Argentina,62.06639862060547,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
680,Central and South America,Argentina,11.395000457763672,IEA,Energy,Offshore gas,Fugitive,2022,
681,Central and South America,Argentina,24.724899291992188,IEA,Energy,Offshore gas,Vented,2022,
682,Central and South America,Argentina,0.2892979979515075,IEA,Energy,Offshore oil,Flared,2022,
683,Central and South America,Argentina,0.1127979978919029,IEA,Energy,Offshore oil,Fugitive,2022,
684,Central and South America,Argentina,1.5282000303268433,IEA,Energy,Offshore oil,Vented,2022,
685,Central and South America,Argentina,129.52000427246094,IEA,Energy,Onshore gas,Fugitive,2022,
686,Central and South America,Argentina,281.0320129394531,IEA,Energy,Onshore gas,Vented,2022,
687,Central and South America,Argentina,108.04299926757812,IEA,Energy,Onshore oil,Flared,2022,
688,Central and South America,Argentina,35.355499267578125,IEA,Energy,Onshore oil,Fugitive,2022,
689,Central and South America,Argentina,479.0,IEA,Energy,Onshore oil,Vented,2022,
690,Central and South America,Argentina,0.0599999986588954,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
691,Central and South America,Argentina,23.195484161376957,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
692,Central and South America,Argentina,27.299999237060547,IEA,Energy,Satellite-detected large oil and gas emissions,All,2022,
693,Central and South America,Argentina,1307.0936279296875,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
697,Central and South America,Bolivia,2.1519999504089355,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
698,Central and South America,Bolivia,10.982500076293944,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
699,Central and South America,Bolivia,5.855899810791016,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
700,Central and South America,Bolivia,26.05279922485352,IEA,Energy,Onshore gas,Fugitive,2022,
701,Central and South America,Bolivia,56.52909851074219,IEA,Energy,Onshore gas,Vented,2022,
702,Central and South America,Bolivia,1.7418400049209597,IEA,Energy,Onshore oil,Flared,2022,
703,Central and South America,Bolivia,1.4295300245285034,IEA,Energy,Onshore oil,Fugitive,2022,
704,Central and South America,Bolivia,19.36739921569824,IEA,Energy,Onshore oil,Vented,2022,
705,Central and South America,Bolivia,0.0040000001899898,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
706,Central and South America,Bolivia,3.98151445388794,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
707,Central and South America,Bolivia,128.09658813476562,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
711,Central and South America,Brazil,244.17999267578125,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
712,Central and South America,Brazil,112.8280029296875,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
713,Central and South America,Brazil,60.15999984741211,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
714,Central and South America,Brazil,34.766998291015625,IEA,Energy,Offshore gas,Fugitive,2022,
715,Central and South America,Brazil,75.43710327148438,IEA,Energy,Offshore gas,Vented,2022,
716,Central and South America,Brazil,33.56959915161133,IEA,Energy,Offshore oil,Flared,2022,
717,Central and South America,Brazil,68.62200164794922,IEA,Energy,Offshore oil,Fugitive,2022,
718,Central and South America,Brazil,929.697998046875,IEA,Energy,Offshore oil,Vented,2022,
719,Central and South America,Brazil,6.868589878082275,IEA,Energy,Onshore gas,Fugitive,2022,
720,Central and South America,Brazil,14.903400421142578,IEA,Energy,Onshore gas,Vented,2022,
721,Central and South America,Brazil,2.924030065536499,IEA,Energy,Onshore oil,Flared,2022,
722,Central and South America,Brazil,6.9649200439453125,IEA,Energy,Onshore oil,Fugitive,2022,
723,Central and South America,Brazil,94.36150360107422,IEA,Energy,Onshore oil,Vented,2022,
724,Central and South America,Brazil,2.926365852355957,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
725,Central and South America,Brazil,55.15477752685547,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
726,Central and South America,Brazil,13.13010025024414,IEA,Energy,Steam coal,All,2022,
727,Central and South America,Brazil,1756.495361328125,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
731,Central and South America,Colombia,42.119998931884766,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
732,Central and South America,Colombia,25.47529983520508,IEA,Energy,Coking coal,All,2022,
733,Central and South America,Colombia,20.607200622558597,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
734,Central and South America,Colombia,10.987799644470217,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
735,Central and South America,Colombia,1.9873499870300293,IEA,Energy,Offshore gas,Fugitive,2022,
736,Central and South America,Colombia,4.312139987945557,IEA,Energy,Offshore gas,Vented,2022,
737,Central and South America,Colombia,15.185199737548828,IEA,Energy,Onshore gas,Fugitive,2022,
738,Central and South America,Colombia,32.948699951171875,IEA,Energy,Onshore gas,Vented,2022,
739,Central and South America,Colombia,15.71339988708496,IEA,Energy,Onshore oil,Flared,2022,
740,Central and South America,Colombia,16.522199630737305,IEA,Energy,Onshore oil,Fugitive,2022,
741,Central and South America,Colombia,223.84500122070312,IEA,Energy,Onshore oil,Vented,2022,
742,Central and South America,Colombia,1.0080000162124634,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
743,Central and South America,Colombia,9.72300624847412,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
744,Central and South America,Colombia,357.7260131835937,IEA,Energy,Steam coal,All,2022,
745,Central and South America,Colombia,778.1613159179688,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
749,Central and South America,Cuba,2.563999891281128,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
750,Central and South America,Cuba,2.105560064315796,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
751,Central and South America,Cuba,1.122689962387085,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
752,Central and South America,Cuba,0.0371554009616375,IEA,Energy,Offshore oil,Flared,2022,
753,Central and South America,Cuba,0.1614560037851333,IEA,Energy,Offshore oil,Fugitive,2022,
754,Central and South America,Cuba,2.187419891357422,IEA,Energy,Offshore oil,Vented,2022,
755,Central and South America,Cuba,1.1218199729919434,IEA,Energy,Onshore gas,Fugitive,2022,
756,Central and South America,Cuba,2.434109926223755,IEA,Energy,Onshore gas,Vented,2022,
757,Central and South America,Cuba,0.1131689995527267,IEA,Energy,Onshore oil,Flared,2022,
758,Central and South America,Cuba,0.5205600261688232,IEA,Energy,Onshore oil,Fugitive,2022,
759,Central and South America,Cuba,7.052599906921387,IEA,Energy,Onshore oil,Vented,2022,
760,Central and South America,Cuba,1.6445505619049072,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
761,Central and South America,Cuba,21.06509017944336,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
765,Central and South America,Ecuador,2.640000104904175,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
766,Central and South America,Ecuador,1.2405200004577637,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
767,Central and South America,Ecuador,0.6614440083503723,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
768,Central and South America,Ecuador,0.6882500052452087,IEA,Energy,Offshore gas,Fugitive,2022,
769,Central and South America,Ecuador,1.4933600425720217,IEA,Energy,Offshore gas,Vented,2022,
770,Central and South America,Ecuador,0.0892553031444549,IEA,Energy,Onshore gas,Fugitive,2022,
771,Central and South America,Ecuador,0.1936649978160858,IEA,Energy,Onshore gas,Vented,2022,
772,Central and South America,Ecuador,33.08760070800781,IEA,Energy,Onshore oil,Flared,2022,
